"Depth_mm","Core.Y..mm.","RMean","RABD620","RABD670","RABD715","RABD845","Chla_calibrated","Bphe_calibrated","depth_VT","mean_VT"
11570,581,0.0879329168067267,1.01230378151261,1.0142631092437,0.996350453781512,0.997672042016808,7.25750174844637,1.79212667143689,11570,13011
11571,581.999999999999,0.110767906362537,1.01049534213687,1.02725172869147,0.992543157262911,0.996577086434578,13.3315641958246,1.64836497030269,11571,13011
11572,583,0.10619605642257,1.00780202881152,1.02558224489796,0.994659768307323,0.99555737695078,12.5508385107389,1.5144826718492,11572,13011
11573,584,0.110640296518612,1.00752782713085,1.02574346938776,0.99477593397359,0.995465891956783,12.6262343311347,1.50247119067243,11573,13011
11574,585,0.120577175270106,1.00795809123649,1.02862572629052,0.99530519087635,0.996243762304921,13.9741072507429,1.60460132848358,11574,13011
11575,586,0.12653173229292,1.00860255702281,1.0296062785114,0.995928860744298,0.996624906362545,14.4326575567657,1.65464346625651,11575,13011
11576,586.999999999999,0.130231096038414,1.0088218727491,1.03078006002401,0.99581337454982,0.99698481272509,14.9815705675598,1.70189721039752,11576,13011
11577,588,0.129199352941175,1.00977176470588,1.03081411764706,0.996333411764706,0.997117470588236,14.9974974433945,1.71931446492742,11577,13011
11578,588.999999999999,0.127611901560624,1.00966171668667,1.03135193277311,0.99634825330132,0.997257575030012,15.2490039775495,1.73770941465244,11578,13011
11579,590,0.128321521008403,1.00982669867947,1.03180836734694,0.995981326530612,0.996770165666267,15.4624533064595,1.67371522126417,11579,13011
11580,590.999999999999,0.127428140456185,1.0095218967587,1.03004782713085,0.995945496998798,0.996638662665065,14.6391455441049,1.65644959381419,11580,13011
11581,592,0.123426719087635,1.0091856062425,1.02984798319328,0.996056306122449,0.996716963985594,14.545689533522,1.66673013050729,11581,13011
11582,593,0.12214537214886,1.00853152460984,1.03146085234094,0.995194842737095,0.996487852340937,15.2999396647023,1.6366490200767,11582,13011
11583,594,0.120869273709486,1.0085,1.03048282112845,0.994951885954382,0.996468160864346,14.8425682955586,1.63406363650636,11583,13011
11584,595,0.11267757142857,1.00795285714286,1.02837857142857,0.995060285714285,0.995836285714285,13.8585265247346,1.5511018726217,11584,13011
11585,595.999999999999,0.107528268907568,1.00811932773109,1.02873794717887,0.994572033613445,0.995193104441777,14.0265867838076,1.46665567647088,11585,13011
11586,597,0.105379842737097,1.00579066026411,1.02824133253301,0.995551540216087,0.994809330132053,13.7943474466432,1.4162682009304,11586,13011
11587,597.999999999999,0.107458066026412,1.00735770708283,1.02850981992797,0.995435182472988,0.994494650660264,13.9199042242424,1.3749525010878,11587,13011
11588,599,0.102461659063625,1.00645392557023,1.02345779111645,0.995141547418967,0.993994490996399,11.5573484029278,1.30928426277495,11588,13011
11589,599.999999999999,0.0971096301320586,1.00460852340937,1.01687397358944,0.991934843937576,0.993871384153664,8.47845930605513,1.29312100517793,11589,13011
11590,601,0.0924774549819938,1.0077837695078,1.02088771908764,0.989891899159664,0.994371762304923,10.3554671668176,1.35881792969505,11590,13011
11591,602,0.0811921008403238,0.994768033613435,1.00286285714284,0.994983336134455,0.995082042016809,1.9262312885699,1.45207378529238,11591,13011
11592,603,0.0754774318127253,0.995900699879955,1.01290049219687,0.991241992797125,0.990446481392564,6.62028075143788,0.843449936190731,11592,13011
11593,604,0.0744783771908737,0.991674767106846,0.998295599039607,0.988887695078033,0.986389527010805,-0.2096239533102,0.31079393369094,11593,13011
11594,604.999999999999,0.082387635522958,0.998629475540216,1.00059252438475,0.991816829644358,0.988947766544119,0.864521612312912,0.646676843634162,11594,13011
11595,606,0.0804153778698969,0.998877824879952,1.00199370985894,0.992085624662365,0.991475340073531,1.51977894006885,0.978533474375181,11595,13011
11596,606.999999999999,0.0784431202168359,0.999126174219688,1.00339489533313,0.992354419680372,0.994002913602942,2.17503626782478,1.3103901051162,11596,13011
11597,608,0.0764708625637749,0.999374523559424,1.00479608080732,0.99262321469838,0.996530487132354,2.83029359558071,1.64224673585722,11597,13011
11598,608.999999999999,0.0744986049107138,0.99962287289916,1.00619726628151,0.992892009716387,0.999058060661765,3.48555092333665,1.97410336659824,11598,13011
11599,610,0.0730866276110439,0.999985800720288,1.00723912364946,0.991926501800722,1.00197537815126,3.97277027252295,2.35713125544106,11599,13011
11600,611.000000000001,0.0778282236494616,0.999290554621853,0.99896387635054,0.995841153661472,0.994252644657865,0.10289256432982,1.34317843175193,11600,13011
11601,612,0.0886603836734625,1.00603816326531,1.01423795918367,0.992965000000002,0.995481469387755,7.24574044957983,1.50451642247197,11601,13011
11602,613,0.101090967587038,1.00493,1.02007984393758,0.992079492196879,0.996765181272508,9.97766842301152,1.67306079752547,11602,13011
11603,613.999999999999,0.108153590636252,1.00544154861945,1.02191328931573,0.993202663865546,0.995861078031213,10.8350699171053,1.55435696873198,11603,13011
11604,615,0.110286743097239,1.00648,1.02399016806723,0.993679211284514,0.995721732292917,11.8063118018169,1.5360616326395,11604,13011
11605,615.999999999999,0.109625764705883,1.00629672268908,1.02460672268908,0.994273613445378,0.995646521008404,12.094640464489,1.52618680083667,11605,13011
11606,617,0.108495931572629,1.00586148859544,1.02316148859544,0.993455488595438,0.995646352941177,11.4187840217669,1.5261647345256,11606,13011
11607,617.999999999999,0.106671546218487,1.00499388955582,1.02247675870348,0.993405142857142,0.995970166866747,11.0985735374994,1.56867973837273,11607,13011
11608,619,0.10285830732293,1.00580386554622,1.02045987995198,0.993501055222089,0.995319524609844,10.1553903505061,1.48325395562848,11608,13011
11609,620.000000000001,0.0890300386554513,1.00505277310924,1.01661319327731,0.993372833133254,0.995581208883553,8.356506706913,1.51761167475335,11609,13011
11610,621,0.0825543142857128,1.00585639855942,1.01171630252101,0.99360337935174,0.993147248499401,6.06650041553189,1.19804593985273,11610,13011
11611,622,0.0833702631452569,1.0047525090036,1.01242369747899,0.991661893157265,0.991914300120043,6.39731010373698,1.03616653642878,11611,13011
11612,623,0.0758647840336163,1.00056411764707,1.00698151260505,0.99031972268908,0.989388100840337,3.85229976546313,0.704490337185269,11612,13011
11613,624,0.0763109818840246,0.997825940811684,1.00314689397306,0.990142902628455,0.989765431403501,2.05905968122996,0.754031783916744,11613,13011
11614,624.999999999999,0.0766844439760437,0.997894321755222,1.00281891747859,0.990117566527163,0.990297953804727,1.90568312595678,0.82394907328874,11614,13011
11615,626,0.0770579060680628,0.997962702698759,1.00249094098413,0.990092230425872,0.990830476205952,1.7523065706836,0.893866362660737,11615,13011
11616,626.999999999999,0.077431368160082,0.998031083642297,1.00216296448966,0.990066894324581,0.991362998607178,1.59893001541043,0.963783652032734,11616,13011
11617,628,0.077804830252101,0.998099464585834,1.0018349879952,0.990041558223289,0.991895521008404,1.44555346013725,1.03370094140473,11617,13011
11618,629.000000000001,0.0781782923441202,0.998167845529372,1.00150701150073,0.990016222121998,0.992428043409629,1.29217690486408,1.10361823077673,11618,13011
11619,630,0.0785517544361393,0.99823622647291,1.00117903500627,0.989990886020707,0.992960565810855,1.1388003495909,1.17353552014872,11619,13011
11620,631,0.0789252165281584,0.998304607416447,1.0008510585118,0.989965549919415,0.993493088212081,0.985423794317724,1.24345280952072,11620,13011
11621,632,0.0792986786201775,0.998372988359985,1.00052308201734,0.989940213818124,0.994025610613306,0.832047239044548,1.31337009889272,11621,13011
11622,633,0.0796721407121966,0.998441369303523,1.00019510552287,0.989914877716833,0.994558133014532,0.678670683771371,1.38328738826472,11622,13011
11623,633.999999999999,0.0800456028042157,0.99850975024706,0.999867129028407,0.989889541615541,0.995090655415758,0.525294128498195,1.45320467763671,11623,13011
11624,635,0.0804190648962348,0.998578131190598,0.999539152533942,0.98986420551425,0.995623177816983,0.371917573225019,1.52312196700871,11624,13011
11625,635.999999999999,0.0807925269882539,0.998646512134135,0.999211176039477,0.989838869412959,0.996155700218209,0.218541017951843,1.59303925638071,11625,13011
11626,637,0.081165989080273,0.998714893077673,0.998883199545011,0.989813533311667,0.996688222619435,0.0651644626786667,1.6629565457527,11626,13011
11627,638.000000000001,0.0815394511722921,0.998783274021211,0.998555223050546,0.989788197210376,0.99722074502066,-0.0882120925945094,1.7328738351247,11627,13011
11628,639,0.0733743233591115,0.998266224943466,0.995757699091265,0.988794566856976,0.999319958590413,-1.39646007807423,2.00848913745226,11628,13011
11629,640.000000000001,0.0740589600044673,0.998623926163489,0.996414822405707,0.98902049443731,0.999071975676317,-1.0891596706985,1.97593033218088,11629,13011
11630,641,0.0747435966498231,0.998981627383512,0.997071945720149,0.989246422017644,0.998823992762221,-0.781859263322765,1.94337152690951,11630,13011
11631,642,0.0754282332951789,0.999339328603535,0.997729069034591,0.989472349597979,0.998576009848125,-0.47455885594703,1.91081272163813,11631,13011
11632,642.999999999999,0.0761128699405347,0.999697029823557,0.998386192349033,0.989698277178313,0.998328026934029,-0.167258448571295,1.87825391636676,11632,13011
11633,644,0.0767975065858905,1.00005473104358,0.999043315663475,0.989924204758648,0.998080044019933,0.14004195880444,1.84569511109538,11633,13011
11634,644.999999999999,0.0774821432312463,1.0004124322636,0.999700438977917,0.990150132338982,0.997832061105838,0.447342366180175,1.81313630582401,11634,13011
11635,646,0.0781667798766021,1.00077013348363,1.00035756229236,0.990376059919317,0.997584078191742,0.754642773555909,1.78057750055263,11635,13011
11636,647.000000000001,0.0788514165219578,1.00112783470365,1.0010146856068,0.990601987499651,0.997336095277646,1.06194318093164,1.74801869528126,11636,13011
11637,648,0.0795360531673136,1.00148553592367,1.00167180892124,0.990827915079986,0.99708811236355,1.36924358830738,1.71545989000988,11637,13011
11638,649.000000000001,0.0802206898126694,1.0018432371437,1.00232893223569,0.99105384266032,0.996840129449454,1.67654399568311,1.68290108473851,11638,13011
11639,650,0.0809053264580252,1.00220093836372,1.00298605555013,0.991279770240655,0.996592146535358,1.98384440305885,1.65034227946713,11639,13011
11640,651,0.081589963103381,1.00255863958374,1.00364317886457,0.991505697820989,0.996344163621262,2.29114481043458,1.61778347419576,11640,13011
11641,651.999999999999,0.0822745997487368,1.00291634080376,1.00430030217901,0.991731625401323,0.996096180707167,2.59844521781032,1.58522466892438,11641,13011
11642,653,0.0829054996398556,1.00336088835534,1.00514262905162,0.991933973589436,0.995825225690276,2.9923551360981,1.54964975173943,11642,13011
11643,653.999999999999,0.0897459416566612,1.00331090036014,1.00771545018007,0.993328911164465,0.995303679471789,4.19552197480419,1.48117357534781,11643,13011
11644,655,0.0916729127250896,1.0030356422569,1.00906050420168,0.993728105642257,0.995202692677071,4.82452971155427,1.4679145595152,11644,13011
11645,656.000000000001,0.0975361923169312,1.00415851140456,1.011507515006,0.993385600240096,0.994991150060024,5.96886198602258,1.4401401666699,11645,13011
11646,657,0.102862097238895,1.00451677070828,1.01429,0.993679110444177,0.994940079231692,7.27007707515344,1.43343484521354,11646,13011
11647,658.000000000001,0.104881084033615,1.00476840336134,1.01509235294118,0.993837268907562,0.995402915966387,7.64529338579712,1.49420278631259,11647,13011
11648,659,0.109655022809121,1.00470795918367,1.01819085234093,0.993001001200481,0.995886328931573,9.09429101968452,1.55767227434782,11648,13011
11649,660,0.115134394957984,1.00612492196879,1.02221416566627,0.992656226890756,0.995845418967587,10.9757732266049,1.55230101900988,11649,13011
11650,660.999999999999,0.117694184873949,1.00590218487395,1.02417133253301,0.993680174069628,0.996743207683074,11.8910324515244,1.67017578497486,11650,13011
11651,662,0.116617860744298,1.00632146458583,1.02539894357743,0.993688983193277,0.996101584633853,12.4651185716757,1.5859341750504,11651,13011
11652,662.999999999999,0.114646959183676,1.00623469387755,1.02500897959184,0.993653857142858,0.996054775510204,12.2827538784726,1.57978839219527,11652,13011
11653,664,0.113804888355342,1.0072343457383,1.02596392557023,0.993916193277311,0.996521601440576,12.7293295541971,1.6410800929482,11653,13011
11654,665.000000000001,0.112282050420163,1.00718159663866,1.0262581512605,0.994284428571428,0.996354470588235,12.8669227159285,1.6191367227928,11654,13011
11655,666,0.103454500600242,1.00661396158463,1.02333048019208,0.994142207683073,0.99634768667467,11.4978120905466,1.61824603190972,11655,13011
11656,667.000000000001,0.0979998258103213,1.00576825930372,1.02062058823529,0.99406632172869,0.996509797118848,10.2305447695388,1.63953024983131,11656,13011
11657,668,0.0895135588235344,1.00500846338536,1.01587108043218,0.993633331332533,0.99626693157263,8.00946137369081,1.60764332707589,11657,13011
11658,669,0.0871947992797132,1.00373212484994,1.01491674669868,0.993359638655462,0.996236950780312,7.56317201120723,1.60370701242087,11658,13011
11659,669.999999999999,0.092605961824726,1.00520738295318,1.01804042016807,0.994002226890757,0.996530032412964,9.0239421719283,1.64218703367932,11659,13011
11660,671,0.100081362545019,1.00543887154862,1.02169326530612,0.994301111644658,0.996749888355342,10.7321767975076,1.67105292083828,11660,13011
11661,671.999999999999,0.109622941176464,1.00680495798319,1.02679302521008,0.994052176470589,0.997240109243697,13.1170538237254,1.73541625208672,11661,13011
11662,673,0.123324936374548,1.00786243697479,1.03263352941176,0.993903451380552,0.998311719087635,15.8483361888637,1.8761127850026,11662,13011
11663,674.000000000001,0.132039996398563,1.00831236494598,1.03638074429772,0.994646865546219,0.999077141656662,17.6007023516083,1.97660859724894,11663,13011
11664,675,0.134705551020406,1.00876895558223,1.03741515006002,0.994489723889556,0.999694345738295,18.0844369949565,2.05764412979703,11664,13011
11665,676.000000000001,0.13568738535414,1.00910492196879,1.03876031212485,0.993852703481393,0.999716105642257,18.7134952575728,2.06050108660955,11665,13011
11666,676.999999999999,0.136534711884751,1.0085774909964,1.03801767106843,0.994521050420168,1.0001,18.3662029090025,2.11090432380072,11666,13011
11667,678,0.137678039615844,1.00867557022809,1.0388937454982,0.994194118847539,1.00001534213685,18.7758947023749,2.09978920770137,11667,13011
11668,678.999999999999,0.131673176470589,1.00891739495798,1.03604134453782,0.993897773109244,0.999910344537816,17.4419837638036,2.08600359511782,11668,13011
11669,680,0.131482612244898,1.00822183673469,1.0356506122449,0.993706959183673,0.999572653061225,17.2592597755509,2.04166654444544,11669,13011
11670,681,0.131633947178871,1.00898971188475,1.03637,0.994180569027611,1.00081701080432,17.5956778349097,2.20504393515452,11670,13011
11671,682,0.132991268907563,1.00908151260504,1.03772975990396,0.99400524729892,1.00080824729892,18.2315627034529,2.20389333465081,11671,13011
11672,683.000000000001,0.130667274909962,1.00893517406963,1.0366912605042,0.993660300120049,1.00004881152461,17.7459136911709,2.10418355592662,11672,13011
11673,684,0.125030219687877,1.00829016806723,1.03472878751501,0.99360330972389,1.00008138055222,16.8281730848206,2.10845969177148,11673,13011
11674,685,0.121439783913564,1.00809075630252,1.03335528211284,0.99400569147659,1.00010182472989,16.1858602032945,2.111143900892,11674,13011
11675,685.999999999999,0.12145482352941,1.00803705882353,1.03386529411765,0.993549588235295,1.00099470588235,16.4243647478718,2.2283743305747,11675,13011
11676,687,0.116842026410561,1.00808494597839,1.03272651860744,0.99320730972389,1.00013402160864,15.8918221177376,2.11537117561943,11676,13011
11677,687.999999999999,0.107067536614648,1.00758163265306,1.02965022809123,0.993288593037215,0.999500291716685,14.4532103563523,2.03216589423083,11677,13011
11678,689,0.114121543817528,1.00758297719088,1.03550128451381,0.993837116446579,1.00199404561825,17.1894274144271,2.35958219213071,11678,13011
11679,690,0.116250662665068,1.00845013205282,1.03693613445378,0.993561606242497,1.00145106842737,17.8604277600047,2.28829224584965,11679,13011
11680,691,0.118103651860743,1.00794545018007,1.04171406962785,0.992432056422569,1.00561906362545,20.0948050726598,2.8355273024301,11680,13011
11681,692.000000000001,0.116125555822311,1.00878541416566,1.03053810324128,0.991525841536613,0.999811322929165,14.8684206971092,2.07300259750681,11681,13011
11682,693,0.0872114000000056,1.00632621848739,1.01998773109244,0.991030159663865,0.997017184873949,9.93459231505206,1.70614749713508,11682,13011
11683,694,0.0884405297719123,1.00451351740696,1.02204303721489,0.991549325330132,0.996745973589436,10.8957458684717,1.67053893340777,11683,13011
11684,694.999999999999,0.0952364969987993,1.00711361344538,1.02790337334934,0.993946937575029,0.997163025210084,13.6363025370551,1.72529553853243,11684,13011
11685,696,0.089474096278507,1.00644394957983,1.02110022809123,0.992138409363744,0.997114516206484,10.4548459317181,1.71892657070299,11685,13011
11686,696.999999999999,0.0853160551020478,1.00427551020409,1.01611469387755,0.988606040816322,0.996065224489791,8.12338597408258,1.58116028627472,11686,13011
11687,698,0.0873243958669165,1.00347270451038,1.01684691476591,0.989516466129309,0.997787993140112,8.46580538355341,1.8073504220667,11687,13011
11688,699,0.0899886258446227,1.00352844109072,1.01755219687875,0.990138786486023,0.99924314663008,8.7956270103758,1.99840414563699,11688,13011
11689,700,0.0926528558223288,1.00358417767107,1.0182574789916,0.990761106842737,1.00069830012005,9.12544863719819,2.18945786920728,11689,13011
11690,701.000000000001,0.095317085800035,1.00363991425141,1.01896276110444,0.991383427199451,1.00215345361002,9.45527026402058,2.38051159277757,11690,13011
11691,702,0.0976768392557014,1.00575177671068,1.02311774309724,0.991468092436977,0.999406224489799,11.3983266599264,2.01981537994731,11691,13011
11692,703,0.108746031212489,1.00615230492197,1.02756145258103,0.990572423769508,1.00037890756303,13.4764050123724,2.14752336695697,11692,13011
11693,703.999999999999,0.11507786194478,1.00597044417767,1.03228566626651,0.990073021608642,1.00084530612245,15.6856597415372,2.20875895623332,11693,13011
11694,705,0.105784537815123,1.00660156062425,1.02966054021609,0.991026350540216,0.99931594237695,14.4580327695863,2.00796183051049,11694,13011
11695,705.999999999999,0.10259952460984,1.00616367346939,1.02773901560624,0.992053678271308,0.999004557022809,13.5594414665386,1.96707863036412,11695,13011
11696,707,0.108502722689076,1.00607974789916,1.03158033613445,0.991810050420168,0.999816226890756,15.3558156587748,2.07364646094027,11696,13011
11697,708,0.106231882352944,1.0071099879952,1.03495004801921,0.991991963985594,0.999287211284514,16.9316444448879,2.00418959463977,11697,13011
11698,709,0.0957166858857821,1.00870763162408,1.02984053198422,0.992487422671925,0.999604806036701,14.5422050131473,2.04588805491224,11698,13011
11699,710.000000000001,0.0934614980963814,1.0099938604013,1.0313908664037,0.990637311198765,1.00165076727834,15.2672110937485,2.31451161674985,11699,13011
11700,711,0.0912063103069806,1.01128008917853,1.03294120082319,0.988787199725605,1.00369672851998,15.9922171743497,2.58313517858745,11700,13011
11701,712,0.0961971743097322,1.00774889555822,1.03400541416567,0.987576986794719,1.0017681872749,16.4898911823964,2.32992822243423,11701,13011
11702,712.999999999999,0.102778803121242,1.0069381392557,1.0435281872749,0.988327031212485,1.00434865546218,20.9431680506798,2.668729633511,11702,13011
11703,714,0.112412857142858,1.00914428571429,1.05126857142857,0.988682571428572,1.00797142857143,24.5629197036662,3.14438000094215,11703,13011
11704,714.999999999999,0.116595351740692,1.00961533013205,1.05309334933973,0.989529865546219,1.01304635054021,25.4162679004899,3.81068960034115,11704,13011
11705,716,0.12415362304922,1.0108124729892,1.06183986794718,0.988905177671068,1.01883537815126,29.5065332618248,4.57075737914743,11705,13011
11706,717,0.138126363745495,1.0126918847539,1.0706849939976,0.98993087635054,1.02857653061224,33.6429118970754,5.84971761417921,11706,13011
11707,718,0.156757564225689,1.01462925570228,1.08325105642257,0.990756642256903,1.03407552220888,39.5193676816055,6.57170524480576,11707,13011
11708,719.000000000001,0.1526501632653,1.01784577430973,1.09258585834334,0.989921776710683,1.04000943577432,43.884740770615,7.35079575988612,11708,13011.0206376951
11709,720,0.153449951980789,1.01717224489796,1.08987176470589,0.990415499399759,1.03833642256903,42.6155085548101,7.13113824289174,11709,13012.0206737095
11710,721,0.162018521008406,1.0172456302521,1.09179546218488,0.989134243697478,1.0428005882353,43.5151159891693,7.71725886800476,11710,13013.9792941176
11711,721.999999999999,0.164742453781512,1.01924863145258,1.10030325330132,0.987568825930372,1.0447918847539,47.4937416420574,7.97870524959602,11711,13015.0207342137
11712,723,0.170541673469389,1.01709846338535,1.09347482593037,0.988927240096039,1.04408246098439,44.3004619840207,7.88556177456841,11712,13017
11713,723.999999999999,0.173064132052821,1.0154218727491,1.08542319327731,0.989745271308522,1.04249787515007,40.5351565383837,7.6775142895076,11713,13018.9792206483
11714,725,0.17375537214886,1.01462260504202,1.08057858343337,0.991450509003602,1.03413193277311,38.269599152273,6.57911164448676,11714,13020.0207961585
11715,726,0.17565756542617,1.013576242497,1.07171524609844,0.992518039615846,1.02655010804322,34.1247041015683,5.58365937358233,11715,13022
11716,727,0.172424773109244,1.01359599039616,1.06842887154862,0.993272842737095,1.0247868907563,32.5878476002794,5.352158552225,11716,13024
11717,728.000000000001,0.177740789915973,1.01233487394958,1.06436,0.993847210084034,1.02373521008403,30.6850603197637,5.21407861094781,11717,13025.9791764706
11718,729,0.179333528211288,1.013395030012,1.06984061224489,0.993807024009604,1.02549541416566,33.2480410244649,5.44518381487136,11718,13027.02082497
11719,730,0.169784342136852,1.01416429771909,1.08119840336135,0.993477548619448,1.03836883553422,38.5594548189041,7.13539388859077,11719,13029
11720,730.999999999999,0.172890693877549,1.01399040816327,1.08466142857142,0.994440857142855,1.04327795918367,40.1789211114865,7.7799350721575,11720,13031
11721,732,0.172527330132053,1.01531545018007,1.09428115246099,0.995100448979591,1.04473004801921,44.6775365237464,7.97058642330119,11721,13032.9791937575
11722,732.999999999999,0.173472336134455,1.01555400960384,1.09568405762305,0.993647420168068,1.04735668667466,45.3335980548739,8.31544976525005,11722,13034.0207923169
11723,734,0.1744071272509,1.01461442977191,1.09324460984394,0.991177864345738,1.03767013205282,44.1928025910423,7.04365792897358,11723,13036
11724,735,0.167258352941176,1.01509294117647,1.09622705882353,0.990660235294118,1.03357588235294,45.5875298306076,6.50610525444045,11724,13037.9792470588
11725,736,0.164853466986796,1.01417478991597,1.08928942376951,0.991871339735894,1.03380713085234,42.3431797497773,6.53646692225422,11725,13039.020727491
11726,737.000000000001,0.1618413877551,1.01527539015606,1.09991014405763,0.991238076830731,1.03305609843937,47.3099060847483,6.43786045908148,11726,13041
11727,738,0.1618750060024,1.01427737094838,1.09346950780312,0.992260307322928,1.0293637094838,44.2979749886077,5.9530699103891,11727,13043
11728,739,0.159987361344533,1.01477708283313,1.08913291716687,0.9932350060024,1.02428284513805,42.2699902255419,5.28598010927744,11728,13044.9793719088
11729,739.999999999999,0.152230576230494,1.01480339735894,1.0896718367347,0.997386482593032,1.02555942376951,42.522013246331,5.4535879270442,11729,13046.0205872749
11730,741,0.156518097238899,1.01410975990396,1.08509647058823,1.00128092436975,1.02455807923169,40.382366318882,5.32211684592091,11730,13048
11731,741.999999999999,0.166538941176474,1.0140931092437,1.07861571428571,1.00270697478991,1.01572428571429,37.3516732844115,4.16228789565099,11731,13049.9795058824
11732,743,0.159622165666266,1.01346482593037,1.07603911164466,1.00202321728691,1.01339719087635,36.1467380403865,3.85675302461904,11732,13051.0204417767
11733,744,0.16452030732293,1.01243111644658,1.06140513805522,1.00026709483794,1.00887410564226,29.3032340180437,3.26289658132489,11733,13053
11734,745,0.172718339735894,1.01211732292917,1.06028900360144,0.99980787635054,1.00879,28.781279363879,3.25185396881892,11734,13054.9796744298
11735,746.000000000001,0.173998043217286,1.01245848739496,1.06258684273709,0.997624300120047,1.00977378151261,29.8558522590286,3.38101912043978,11735,13056.0202617047
11736,747,0.171399078031213,1.01246631452581,1.06410198079232,0.996025194477791,1.01685809123649,30.564398937205,4.31115038219636,11736,13058
11737,748,0.169967387755102,1.01282346938775,1.06939346938776,0.996145959183674,1.02043306122449,33.038936920055,4.78052446030409,11737,13059.979877551
11738,748.999999999999,0.169798680672271,1.01342806722689,1.07306949579832,0.995580277310924,1.0191468907563,34.7580121509327,4.6116572866432,11738,13061.0200470588
11739,750,0.168239823529413,1.01304985594238,1.07600028811525,0.995173028811525,1.02974716686675,36.1285824124527,6.00341577517158,11739,13062.9800321729
11740,750.999999999999,0.173476936374548,1.01270212484994,1.07482031212485,0.996016336134452,1.03084112845138,35.5767725853268,6.14704696983827,11740,13064.0198847539
11741,752,0.175632357743097,1.01294111644658,1.07287111644658,0.996520941176471,1.02547055222089,34.6652410465376,5.4419195770042,11741,13065.9802021609
11742,753,0.172383051620648,1.0129531092437,1.07320243697479,0.995986231692677,1.02951774309724,34.8201814223449,5.97329368444877,11742,13067.0197070828
11743,754,0.170348380552221,1.01274,1.06895345738295,0.995377963985594,1.03057584633853,32.8331675228133,6.11221687404013,11743,13069
11744,755.000000000001,0.169797680672268,1.01327869147659,1.07032738295318,0.995729082833135,1.0343550180072,33.4756768938175,6.60840152005049,11744,13070.9804859544
11745,756,0.165956647058824,1.01310739495798,1.06863932773109,0.995224739495799,1.03190924369748,32.6862663737226,6.28728468110098,11745,13072.0194117647
11746,757,0.165297254501803,1.01247635054022,1.06401721488595,0.995009152460984,1.02557853541416,30.5247585881488,5.45609718184148,11746,13073.9806943577
11747,757.999999999999,0.168159079231691,1.01201160864346,1.05869042016807,0.995014923169268,1.02447762304922,28.0337098750131,5.31155338759773,11747,13075.0191956783
11748,759,0.16638150780312,1.0124731452581,1.06165933973589,0.994383827130852,1.02615380552221,29.4221101533284,5.53162701217103,11748,13076.9809181273
11749,759.999999999999,0.16611020768307,1.01218896758703,1.05576630252101,0.995254421368547,1.02284939975991,26.6662609892321,5.09777654249432,11749,13078.0189642257
11750,761,0.170504975990396,1.01198271308523,1.05753271308523,0.994698409363746,1.01606866746699,27.4923139903172,4.20750334311856,11750,13080
11751,762,0.169394878751499,1.01236454981993,1.05371570228091,0.995522476590636,1.01629863145258,25.7073081179837,4.23769636126947,11751,13081.981282593
11752,763,0.169611705882353,1.01183302521008,1.05362504201681,0.99484612605042,1.01766613445378,25.6649113022265,4.417242053304,11752,13083.0185882353
11753,764.000000000001,0.170081262905164,1.01257662665066,1.05813975990396,0.995355927971188,1.02477078031213,27.7761963767597,5.35004333869649,11753,13084.9815447779
11754,765,0.172940102040817,1.01246591836735,1.05131142857143,0.99663381632653,1.01909877551021,24.5829616306082,4.60534001702871,11754,13086.0183183673
11755,766,0.168725152460982,1.01292600240096,1.0548793157263,0.995891519807922,1.01899130852341,26.2514660833704,4.59123018728928,11755,13087.9818223289
11756,766.999999999999,0.158587356542622,1.01154387755102,1.0486980672269,0.996196836734694,1.01758261704682,23.3608363640954,4.40627667288708,11756,13089.0180331333
11757,768,0.155213320528212,1.011066242497,1.042415030012,0.996741393757503,1.01239109243697,20.4226056648331,3.7246577821265,11757,13091
11758,768.999999999999,0.150372897959192,1.01072765906363,1.04440165666266,0.995568249699881,1.00937692677071,21.3516416092795,3.32891425543471,11758,13092.982267467
11759,770,0.148671815126051,1.01131235294118,1.04902655462185,0.995863378151261,1.0130962184874,23.514451839405,3.81723699005762,11759,13094.0175764706
11760,771,0.151889422569027,1.01176404561825,1.04829717887155,0.996774891956783,1.01341679471789,23.1733629444114,3.85932690218429,11760,13095.9825834334
11761,772,0.14781369387755,1.01032464585834,1.04156110444178,0.997562959183674,1.0096893877551,20.02327167404,3.36993867997182,11761,13097.0172528211
11762,773.000000000001,0.156921141656665,1.01034983193277,1.04573222088836,0.99669787995198,1.00671678271309,21.9738732659729,2.97965183676488,11762,13098.9829147659
11763,774,0.15862683073229,1.01116433373349,1.05254950780312,0.996251835534213,1.01032084033613,25.1619431457962,3.45284496284544,11763,13100.0169138055
11764,775,0.165841472989197,1.01187429771909,1.05422859543818,0.996264798319328,1.01443416566627,25.947160018996,3.99290216368117,11764,13101.9832614646
11765,775.999999999999,0.164632373349341,1.01304168067227,1.05839536614646,0.995884208883553,1.02011,27.8957293483054,4.7381082820072,11765,13103.0110396158
11768,1.39450000000003,0.169696833133253,1.00724779111645,1.06071362545018,0.995957668667467,1.02188552220888,28.9798516321745,4.97122467256507,11768,13107.9893339736
11769,2.39450000000037,0.151547575030013,1.01277256902761,1.06985540216086,0.997665475390156,1.03320180072029,33.2549574541538,6.45699037458023,11769,13109.0052681873
