"Depth_mm","Core.Y..mm.","RMean","RABD620","RABD670","RABD715","RABD845","Chla_calibrated","Bphe_calibrated","depth_VT","mean_VT"
11043,54,0.111868115246098,1.00602073229292,1.01347962785114,1.00308333733493,0.987833701080432,6.89111062243839,0.500406119201404,11043,11804
11044,55.0000000000008,0.112717277310918,1.00635112845138,1.01432264105642,1.00254510204081,0.988226295318129,7.28534150074214,0.551951603221657,11044,11805
11045,55.9999999999998,0.109479563025209,1.00678924369748,1.01345924369748,1.00288495798319,0.989075134453782,6.88157807567516,0.663399556098643,11045,11806
11046,57.0000000000006,0.114630093637458,1.00576368547419,1.01251441776711,1.00289894357743,0.987283905162065,6.43973498942069,0.428220911158393,11046,11807
11047,57.9999999999996,0.115342848739496,1.00657392557023,1.01286405762305,1.00282771908764,0.987725851140456,6.60324230654732,0.486246009796161,11047,11808
11048,59.0000000000004,0.11667167707083,1.00594283313325,1.01215050420168,1.00213566626651,0.989106315726291,6.26955264396547,0.667493487260935,11048,11809
11049,59.9999999999994,0.120616002400961,1.00617711884754,1.01238593037215,1.00277152460984,0.988196627851141,6.37964850649514,0.548056426474989,11049,11810
11050,61.0000000000002,0.116792163265306,1.00582121248499,1.01237777911164,1.00328100840336,0.98804068787515,6.3758366105871,0.527582357401248,11050,11811
11051,61.9999999999997,0.116239656662665,1.00648404561825,1.01220511404562,1.00304022809124,0.987463260504201,6.29509066235601,0.451769290208185,11051,11812
11052,63,0.114848378151261,1.00676789915966,1.01275,1.00305092436975,0.988122722689076,6.54990383375747,0.538353081432045,11052,11813
11053,64.0000000000008,0.114850265306125,1.00601765906363,1.01332073229292,1.00262921968788,0.988573097238895,6.81680391516018,0.597484805568027,11053,11814
11054,64.9999999999998,0.115069181272509,1.0065506362545,1.0137993637455,1.0032656062425,0.987577969987995,7.04063350258785,0.466830020336468,11054,11815
11055,66.0000000000006,0.11427650420168,1.00649267707083,1.01316683073229,1.00279366146459,0.987431206482594,6.74483262569822,0.447560771845174,11055,11816
11056,66.9999999999996,0.114032044417768,1.00662391356543,1.01287391356543,1.00270895558223,0.987796659063625,6.60785138834582,0.495542704250025,11056,11817
11057,68.0000000000004,0.112029959183673,1.00665673469388,1.01342979591837,1.00241346938776,0.987994489795918,6.86780697013307,0.521516801348326,11057,11818
11058,68.9999999999994,0.113764523409364,1.00632337334934,1.01293295318127,1.00298319327731,0.98788250060024,6.63546096725071,0.506813230225708,11058,11819
11059,70.0000000000002,0.110792386554621,1.00684991596639,1.01471663865546,1.00229630252101,0.988454680672269,7.46959249295157,0.58193735566512,11059,11820
11060,70.9999999999998,0.108730774309724,1.00682454981993,1.01435272509004,1.00219681872749,0.988273204081633,7.29941014749649,0.558110468246767,11060,11821
11061,72,0.109656909963986,1.00728728691477,1.01367579831933,1.00307074429772,0.988380111644658,6.98284875356866,0.572146848693639,11061,11822
11062,73.0000000000008,0.110347811524613,1.00677804321729,1.01380103241297,1.00250442977191,0.987872950780313,7.04141384652226,0.505559390909813,11062,11823
11063,73.9999999999998,0.110399781512606,1.00689883553421,1.01403396158463,1.00250553421369,0.988485603841537,7.15034200014278,0.585997399278328,11063,11824
11064,75.0000000000006,0.108263031212485,1.00706478991597,1.01428720288115,1.00302720288115,0.988476367346939,7.26876901661652,0.584784697870708,11064,11825
11065,75.9999999999996,0.109345824729892,1.00728905162065,1.01384270108043,1.00300744297719,0.988396132052821,7.06089998893393,0.574250240984456,11065,11826
11066,77.0000000000004,0.108251428571428,1.00665394957983,1.01361302521008,1.00289890756303,0.988237369747899,6.95349322528495,0.553405615501838,11066,11827
11067,77.9999999999994,0.110073548619449,1.00726879951981,1.01462621848739,1.00236120048019,0.988569578631452,7.42730795689639,0.59702283158492,11067,11828
11068,79.0000000000002,0.105157196878751,1.00806379351741,1.01394138055222,1.00300965186074,0.988973034813926,7.10704694676336,0.649994429763727,11068,11829
11069,79.9999999999999,0.108209531812725,1.00751768307323,1.0146337815126,1.00317384153661,0.988426360144057,7.43084476753313,0.578219024639855,11069,11830
11070,81,0.104986097238896,1.00806889555822,1.01435166866747,1.00296055222089,0.989743669867947,7.29891611680431,0.751174612885059,11070,11831
11071,82.0000000000008,0.107270693877559,1.00823212484994,1.0135106242497,1.00285512605042,0.989455924369747,6.90560593206269,0.713395197001654,11071,11832
11072,82.9999999999998,0.117552830732291,1.00710391356543,1.01331391356543,1.00341797118848,0.988155861944778,6.8136151716016,0.542704085117869,11072,11833
11073,84.0000000000006,0.118320310924367,1.00739613445378,1.01349579831933,1.00287369747899,0.989053420168068,6.89867266041825,0.660548588713498,11073,11834
11074,84.9999999999995,0.11171518367347,1.00829693877551,1.01411102040816,1.00262489795918,0.989000938775511,7.18637817074026,0.653658067861038,11074,11835
