646.192542998828, 205.51432880051493
635.0014989580661, 213.8173614759189
629.5864776480203, 213.8173614759189
623.0884520759649, 205.15332737984522
620.5614421312767, 196.85029470444127
620.5614421312767, 187.82525918769787
623.8104549173044, 181.32723361564263
632.474489013378, 174.46820662291762
640.777521688782, 164.36016684416498
648.3585515228465, 155.69613274809132
656.6615841982504, 148.83710575536634
662.4376069289661, 148.11510291402683
667.8526282390122, 154.97412990675184
670.7406396043701, 164.72116826483472
667.8526282390122, 172.66319951956893
659.1885941429385, 183.1322407189913
653.4125714122229, 191.0742719737255
650.8855614675347, 195.04528760109258
