605.3993824631478, 262.1915518456636
592.0423298983677, 264.35756036968195
579.0462787542572, 258.58153763896615
565.6892261894768, 251.00050780490176
556.6641906727334, 236.19944955744256
551.6101707833571, 213.8173614759189
553.4151778867058, 192.51827765640442
559.1912006174216, 179.88322793296365
575.4362645475597, 161.83315689947685
593.8473370017163, 153.5301242240729
612.6194108765426, 140.89507450063212
624.5324577586439, 126.09401625317292
647.6365486815071, 105.51693527499796
670.7406396043701, 101.18491822696113
689.8737148998662, 110.93195658504402
701.4257603612978, 134.39704892857688
701.4257603612978, 162.55515974081632
694.9277347892423, 183.49324213966102
679.7656751211135, 212.0123543725702
662.0766055082966, 237.64345524012148
638.2505117440938, 253.52751774958986
622.3664492346254, 257.49853337695697
650.1635586261951, 248.4734978602136
